author,year,identifier,title,journal,DOI,abstract,author1,journal_detail,pubtype,language,source,collection_number,occurrence_number,reference_key,reference_display
"Aguilera O., de Aguilera D. R., ",2004,,"Giant-toothed White Sharks and Wide-toothed Mako (Lamnidae) from the Venezuela Neogene: Their Role in the Caribbean, Shallow-water Fish Assemblage",Caribbean Journal of Science,,,Aguilera,,Journal article,English,PBDB,"PBDB_118106, PBDB_161210, PBDB_162677, PBDB_92751","PBDB_12604, PBDB_12605, PBDB_12606, PBDB_12607, PBDB_12608, PBDB_12609, PBDB_12610, PBDB_12611, PBDB_12612, PBDB_12613, PBDB_12614, PBDB_12615, PBDB_12616, PBDB_12617, PBDB_14861, PBDB_14862, PBDB_14863, PBDB_14864, PBDB_14865, PBDB_14866, PBDB_27511, PBDB_15784, PBDB_15785, PBDB_15786, PBDB_15787, PBDB_15788, PBDB_15789, PBDB_10563, PBDB_10564, PBDB_10565, PBDB_10566, PBDB_10567, PBDB_10568, PBDB_10569, PBDB_1057",aguilera & de aguilera 2004,Aguilera & de Aguilera 2004
"Aguilera, O. & Luz, Z. & Carrillo-Briceño, J.D. & Kocsis, L. & Vennemann, T.W. & De Toledo, P.M. & Nogueira, A. & Amorim, K.N. & Moraes-Santos, H. & Polck, M.R. & De Lourdes Ruivo, M. & Linhares, A.P. & Monteiro-Neto, C.",2017,,Neogene sharks and rays from the Brazilian 'Blue Amazon',PLoS ONE,10.1371/journal.pone.0182740,"The lower Miocene Pirabas Formation in the North of Brazil was deposited under influence of the proto-Amazon River and is characterized by large changes in the ecological niches from the early Miocene onwards. To evaluate these ecological changes, the elasmobranch fauna of the fully marine, carbonate-rich beds was investigated. A diverse fauna with 24 taxa of sharks and rays was identified with the dominant groups being carcharhiniforms and myliobatiforms. This faunal composition is similar to other early Miocene assemblages from the proto-Carribbean bioprovince. However, the Pirabas Formation has unique features compared to the other localities; being the only Neogene fossil fish assemblage described from the Atlantic coast of Tropical Americas. Phosphate oxygen isotope composition of elasmobranch teeth served as proxies for paleotemperatures and paleoecology. The data are compatible with a predominantly tropical marine setting with recognized inshore and offshore habitats with some probable depth preferences (e.g., Aetomylaeus groups). Paleohabitat of taxa particularly found in the Neogene of the Americas (‚Ä†Carcharhinus ackermannii, ‚Ä†Aetomylaeus cubensis) are estimated to have been principally coastal and shallow waters. Larger variation among the few analyzed modern selachians reflects a larger range for the isotopic composition of recent seawater compared to the early Miocene. This probably links to an increased influence of the Amazon River in the coastal regions during the Holocene.",Aguilera,"PLoS ONE, 12 (8): e0182740",Journal article,English,L,"L_22, L_23, L_24, L_25, L_26, L_27, L_28, L_29, L_30, L_31, L_32, L_33, L_34, L_35","L_29304, L_29305, L_29306, L_29758, L_2976, L_30160, L_30161, L_30162, L_30163, L_3436, L_3437, L_3824, L_3825, L_3826, L_3827, L_4062, L_4063, L_4064, L_4065, L_4066, L_4067, L_4068, L_4492, L_4493, L_4494, L_4495, L_4496, L_4497, L_4498, L_4499, L_45, L_450, L_4500, L_4501, L_4502, L_4503, L_4853, L_4854, L_4855, L_4856, L_4857, L_5303, L_5304, L_5305, L_5306, L_5307, L_5308, L_5309, L_531, L_5310, L_5311, L_5312, L_5313, L_5314, L_5315, L_5316, L_5317, L_5318, L_5319, L_532, L_5320, L_5321, L_5322, L_5744, L_6170, L_6486, L_6799, L_6824, L_6825, L_6826, L_6827",aguilera et al. 2017,Aguilera et al. 2017
"Aguillón-Martínez, M.C. & Espinosa, B.",1997,,"A rostrum of the Sclerorhynchid sawfish Ischyrhiza mira from the Deltaic Cerro Del Pueblo Formation (Latest Campanian, Cretaceous) Coahuila, Mexico. Abstract.","Journal of Vertebrate Paleontology, 17",,,Aguillón-Martínez,"Journal of Vertebrate Paleontology, 17 (Supplement to Number 3): 28A",Abstract,English,L,,,aguillon martinez & espinosa 1997,Aguillón-martínez & Espinosa 1997
"Aguirre-Fernández G., Carillo-Briceño J.D., Sánchez R., Amsson E., Sánchez-Villagra R.",2017,,"Fossil Cetaceans (Mammalia, Cetacea) from the Neogene of Colombia and Venezuela.",Journal of Mammalian Evolution," 	10.1007/s10914-016-9353-x",,Aguirre,,Journal article,English,PBDB,PBDB_163731,,aguirre fernandez et al. 2017,Aguirre-fernández et al. 2017
"Aguirre-Fernández G., Mennecart G.B., Sánchez-Villagra M.R., Sanchez R., Costeur L.",1985,,A dolphin fossil ear bone from the northern Neotropics—insights into habitat transitions in iniid evolution.,Journal of Vertebrate Paleontology,10.1080/02724634.2017.1315817,,Aguirre,,Journal article,Spanish,PBDB,PBDB_155791,,aguirre fernandez et al. 1985,Aguirre-fernández et al. 1985
"Al Maleh, A.K. & Bardet, N.",2003,,Découverte de niveaux phosphatés associés à des restes de vertébrés dans les dépôts carbonatés du Coniacien-Santonien du Jabal Abtar: épisode précoce de la phosphatogenèse sénonienne des Palmyrides (Syrie centrale). (Discovery of phosphatic levels with vertebrate remains in the Coniacian-Santonian carbonated sediments of Jabal Abtar: early episode of the Senonian phosphatogenesis in the Palmyrides (central Syria)),Comptes Rendus Geosciences,10.1016/S1631-0713(03)00057-9,"Sedimentologic study of carbonated sediments of the Rmah-I member (Coniacian-Santonian) of Jabal Abtar, central southern Palmyrides (Central Syria), uncovers phosphatic levels, associated with marine vertebrate remains, that give evidence of an early episode of the Senonian phosphatogenesis in the Palmyrides. Sedimentary sequence analysis reveals a gradual marine transgression during the Senonian. Phosphatic sedimentation occurred in a shallow neritic marine environment almost connected with the open sea. Condensed sedimentation could have contributed to the phosphatogenesis.",Al Maleh,"Comptes Rendus Geosciences, 335 (4): 391–400",Journal article,French,L,L_2898,L_4851,al maleh & bardet 2003,Al Maleh & Bardet 2003
"Alberti, M. & Reich, S.",2018,,A palaeoecological review of the lower Gatun Formation (Miocene) of Panama with special emphasis on trophic relationships.,Palaeobiodiversity and Palaeoenvironments,10.1007/s12549-018-0326-3,"A thorough literature review in combination with an analysis of fossil material from collections enables a detailed reconstruction of the ecosystem of the lower Gatun Formation (Serravallian to Tortonian; late middle to early late Miocene) of Central Panama. The fossil record is highly diverse and includes foraminifers, sponges, corals, mollusks, polychaetes, crustaceans, bryozoans, echinoderms, and vertebrates. The fauna indicates fully marine conditions in a shallow basin with a soft, stable substrate and mostly low water energy. The benthic life is dominated by suspension-feeding bivalves and carnivores including mainly gastropods and crustaceans. Herbivores are strikingly rare. Predator-prey relationships can be directly inferred from abundant drill holes in mollusk shells caused by naticid and muricid gastropods showing strong prey selectivity. Additionally, deep and narrow incisions at the outer lip of the apertures of gastropod shells are reported for the first time and proposed to be caused by crustaceans. Investigating the life habits of the benthic organisms revealed a moderate tiering of the fauna and the importance of empty shells as habitats for a variety of taxa. The nektonic life is highly diverse including nautilids, fishes, rays, sharks, sea turtles, crocodiles, and toothed whales. An analysis of the food preferences of the fossil fauna enables the reconstruction of a trophic web for the ecosystem of the lower Gatun Formation.",Alberti,"Palaeobiodiversity and Palaeoenvironments, 98 (4): 571-591",Journal article,English,L,,"L_13206, L_10560, L_10561, L_10562",alberti & reich 2018,Alberti & Reich 2018
"Albino A., Carrillo-Briceño J. D., J. M. Neenan",2016,,An enigmatic aquatic snake from the Cenomanian of northern South America,PeerJ,10.7717/peerj.2027,,Albino,,Journal article,English,PBDB,PBDB_176561,PBDB_16294,albino et al. 2016,Albino et al. 2016
"Albright, L.B. & Gillette, D.D. & Titus, A.",2013,,"Fossil vertebrates from the tropic shale (Upper cretaceous), southern Utah.","At the Top of the Grand Staircaes, The Late Cretaceous of Southern Utah",,"The upper Cenomanian–upper Turonian Tropic Shale of southern Utah contains an abundant and diverse vertebrate fauna. A decade of collecting, mostly by crews from the Museum of Northern Arizona, has secured specimens representing a dinosaur, at least fi ve different shortnecked plesiosaur genera, two genera of turtles, and a normal marine chondrichthyan–osteichthyan assemblage typical for the U.S. Western Interior. Most of the material is early and middle Turonian in age, refl ecting farthest offshore conditions. Larger vertebrates are less common in the Cenomanian part of the formation, probably because of nearer-shore conditions. Chondrichthyans are represented mostly by teeth and dermal ossicles. The genera Cretoxyrhina, Cretolamna, Squalicorax, Scapanorhyncus, Ptychotrygon, and Ptychodus are most common. Osteichthyans are represented by both fragments and complete articulated skeletons. The osteichthyan assemblage is dominated by ichthyodectids such as Xiphanctinus, but remains largely unsampled and unstudied. Two genera of chelonians are known: the marine form Desmatochelys, and the nearshore genus Naomichelys. The plesiosaurs are represented by the relict pliosaurid Brachauchenius and four genera of polycotylids, Palmulasaurus, Trinacromerum, Eopolycotylus, and Dolichorhynchops. The lone dinosaur recovered is a remarkably complete specimen of the bizarre therizinosaur theropod, Nothronychus. Longnecked plesiosaurs remain unknown from the Tropic Shale. It is hypothesized that the turbid nature of the muddy western shore region of the Cretaceous Interior Seaway might have excluded those taxa.",Albright,"In: Titus, A.L., Loewen, M.A. (Eds.), At the Top of the Grand Staircaes, The Late Cretaceous of Southern Utah. Indiana University Press.",Book chapter,English,L,L_2741,"L_4267, L_4268, L_4269, L_4270, L_4271, L_4272, L_4273, L_4274, L_4275, L_4276, L_427",albright et al. 2013,Albright et al. 2013
"Allmon W. A., Emslie S. D., D. S. Jones, G. S. Morgan",1996,,Late Neogene Oceanographic Change along Florida's West Coast: Evidence and Mechanisms,Journal of Geology,10.1086/629811,,Allmon,,Journal article,English,PBDB,PBDB_152381,PBDB_14357,allmon et al. 1996,Allmon et al. 1996
"Altichieri L., ",1980,,Il giacimento di Monte Duello (Verona),I vertebrat fossili italiani-Catalog della Mostra Verona,,,Altichieri,,Book chapter,Italian,PBDB,,"PBDB_24855, PBDB_24856",altichieri 1980,Altichieri 1980
"Alván A., Apolín J., C. Chacaltana",2004,,"Los dientes de Seláceos (Condrichthyies) y su aplicaión estratigráfica en Las Lomas de Ullujaya (Ica, Perú)",XIII Congreso Peruano de Geología. Resúmenes Extendidos,,,Alván,,Journal article,Spanish,PBDB,"PBDB_113242, PBDB_113244, PBDB_113246, PBDB_113249, PBDB_113250","PBDB_12297, PBDB_12298, PBDB_12299, PBDB_12300, PBDB_12301, PBDB_12302, PBDB_12303, PBDB_12304, PBDB_12306, PBDB_12305",alvan et al. 2004,Alván et al. 2004
"Alvarado-Ortega, J. & Cuevas-Garcíab, M. & Cantalice, K.",2018,,"The fossil fishes of the archaeological site of Palenque, Chiapas, southeastern
Mexico",Journal of Archaeological Science–Reports,10.1016/j.jasrep.2017.11.029,"Since the end of the nineteenth century, different remains of fossilized fishes had been observed or recovered from the Mayan City of Palenque. Although some efforts had been made to identify these objects, their taxonomical nature and possible origin within the geological environment of this archaeological site are poorly understood. In this work, we review these fossils recovered in Palenque and other two Mayan cities, Agua Clara and the El Lacandon, which are deposited into the collections of the Instituto Nacional de Antropologia e Historia (Mexico); we describe the morphological characteristics that allow us to identify them taxonomically. This research also reports the results of a paleontological exploration through the different Paleocene-Miocene sedimentary geological units in the surroundings of Palenque; the fossils thus collected belong to the same groups of those found within the archaeological Maya context. These results suggest that such geological units are the sources of all these fossils. In this exercise, three types of anthropogenic features produced by the Maya people were discovered on the fossils. Paint stains and plaster spots suggest that these fossils were painted. The pronounced differential wearing marks in some regions along the cutting edges of shark teeth and ray tail spines show that these fossils were used as cutting tools. Besides, the surfaces excavated around fossils preserved in slabs demonstrate that some Maya people intended on discovering and recognizing these objects, as modern paleontologists do.",Alvarado-Ortegaa," Journal of Archaeological Science–Reports, 17): 462–476",Journal article,English,L,"L_36, L_37, L_38, L_39","L_6843, L_6844, L_6845, L_6989, L_699, L_6990, L_7025, L_7083",alvarado ortega et al. 2018,Alvarado-ortega et al. 2018
"Alvarado-Ortega, J. & Garibay-Romero, L.M. & Blanco-Piñón, A. & González-Barba, G. & Vega, F.J. & Centeno-García, E.",2006,,"Los peces fósiles de la Formación Mexcala (Cretácico Superior) en el Estado de Guerrero, México.",Revista Brasileira de Paleontologia,,"Just discovered fossil fishes from Guerrero State, Mexico, are described. The specimens were collected in six localities from the Upper Cretaceous (Turonian-Maastrichtian) Mexcala Formation and belong to different chondrichthyan groups. The fish remains include teeth of Ptychodus mortoni, P. decurrens, Serratolamna serrata, Squalicoraxsp., and Cretoxyrhinacf. mantelli, as well as unidentified lamniform vertebrae. Identified osteichthyans include remains of ichthyodectiforms, Tselfatiasp., Enchodussp., Pachyrhizoduscf. caninus, dercetids, and several bones, teeth and scales of unidentified taxa. This contribution represents the southern most report of Upper Cretaceous fishes in North America, suggesting that these groups had a wider geographic distribution than previously thought; including the Western Tethys Sea or Paleo-gulf of Mexico. The youngest report (Maastrichtian) of Ptychodus mortoniis documented. ",Alvarado-Ortegaa,"Revista Brasileira de Paleontologia, 9 (3): 261–272",Abstract,Spanish,L,"L_2105, L_2106, L_2107, L_2108","L_28935, L_28936, L_28937, L_28938, L_28939, L_2894, L_28940",alvarado ortega et al. 2006,Alvarado-ortega et al. 2006
